CÓDIGO SIGEP,NOMBRE DE LA ENTIDAD,NIT,ORDEN,SUBORDEN,CLASIFICACIÓN ORGÁNICA,SECTOR,NIVEL,TIPO DE VINCULACIÓN,NATURALEZA JURÍDICA,LONGITUD,LATITUD,AÑO,FUENTE,CANTIDAD DE HOMBRES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE MUJERES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE HOMBRES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE MUJERES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE CARGOS PROVISTOS MÁXIMO NIVEL DECISORIO,CANTIDAD DE CARGOS PROVISTOS OTRO NIVEL DECISORIO,CODIGO DEPARTAMENTO,DEPARTAMENTO,CÓDIGO MUNICIPIO,MUNICIPIO
5203,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",830115297,NACIONAL,NO APLICA,RAMA EJECUTIVA,COMERCIO INDUSTRIA Y TURISMO,CENTRAL,CABEZA,MINISTERIO,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",4,1,12,7,5,19,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
368,CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA,892115314,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-72.958763152,11.242972141,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,3,0,0,5,0,44,LA GUAJIRA,44001,RIOHACHA
6468,POSITIVA COMPAÑIA DE SEGUROS S.A.,860011153,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,SOCIEDAD DE ECONOMÍA MIXTA,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",5,2,21,24,7,45,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
234,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS,830000167,NACIONAL,NO APLICA,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",1,0,6,5,1,11,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
7342,SOCIEDAD DE ACTIVOS ESPECIALES S.A.S.,900265408,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,ESPECIAL,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,1,9,9,1,18,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
913,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,860402193,NACIONAL,NO APLICA,RAMA EJECUTIVA,EDUCACIÓN,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-73.086599864,10.81311496,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,1,1,1,2,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR
365,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA -UNAD,860512780,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,EDUCACIÓN,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",5,2,29,25,7,54,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
8040,FONDO ADAPTACION,900450205,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",5,2,0,0,7,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5199,AGENCIA NACIONAL DE HIDROCARBUROS,830127607,NACIONAL,NO APLICA,RAMA EJECUTIVA,MINAS Y ENERGIA,DESCENTRALIZADO,ADSCRITAS,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",5,1,0,0,6,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5253,CORPORACION NACIONAL PARA LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS,800237214,NACIONAL,NO APLICA,RAMA EJECUTIVA,INTERIOR,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-76.591944191,2.471704362,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,0,1,1,1,19,CAUCA,19001,POPAYÁN
5325,FONDO DE GARANTIAS DE ENTIDADES COOPERATIVAS,830053319,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,ESPECIAL,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,,0,,,,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
827,INSTITUTO NACIONAL DE VIAS,800215807,NACIONAL,NO APLICA,RAMA EJECUTIVA,TRANSPORTE,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,1,9,3,2,12,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
925,SENADO DE LA REPUBLICA,899999103,NACIONAL,NO APLICA,RAMA LEGISLATIVA,NO APLICA,NO APLICA,NO APLICA,SENADO DE LA REPÚBLICA,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,1,2,3,3,5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
893,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,827000031,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-81.717623824,12.543115116,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,4,2,1,6,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS
265,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL URABA,890907748,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-76.582362643,7.86047815,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",0,1,2,2,1,4,05,ANTIOQUIA,05045,APARTADÓ
878,PROCURADURIA GENERAL DE LA NACION,899999119,NACIONAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,PROCURADURÍA GENERAL DE LA NACIÓN,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",23,16,41,17,39,58,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
6468,POSITIVA COMPAÑIA DE SEGUROS S.A.,860011153,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,SOCIEDAD DE ECONOMÍA MIXTA,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",5,2,29,21,7,50,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
907,CORPORACION AUTONOMA REGIONAL DEL CESAR,892301483,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-73.457847638,10.218902768,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,0,4,2,0,6,20,CESAR,20001,VALLEDUPAR
932,FONDO DE PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA,800112806,NACIONAL,NO APLICA,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",2,0,1,1,2,2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5440,CAMARA DE REPRESENTANTES,899999098,NACIONAL,NO APLICA,RAMA LEGISLATIVA,NO APLICA,NO APLICA,NO APLICA,CÁMARA DE REPRESENTANTES,-74.181072702,4.316107698,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,2,9,6,5,15,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
369,CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO Y NARE,890985138,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-75.252122776,6.124209495,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",7,4,3,4,11,7,05,ANTIOQUIA,05697,EL SANTUARIO
291,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI,899999004,NACIONAL,NO APLICA,RAMA EJECUTIVA,INFORMACIÓN ESTADÍSTICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",15,9,7,9,24,16,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5325,FONDO DE GARANTIAS DE ENTIDADES COOPERATIVAS,830053319,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,ESPECIAL,-74.181072702,4.316107698,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,2,1,1,3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
8026,ADMINISTRADORA DEL MONOPOLIO RENTISTICO DE LOS JUEGOS DE SUERTE Y AZAR,900505060,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",5,3,5,3,8,8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5254,COMISION DE REGULACION DE ENERGIA Y GAS,900034993,NACIONAL,NO APLICA,RAMA EJECUTIVA,MINAS Y ENERGIA,CENTRAL,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",5,2,1,0,7,1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
8001,AGENCIA NACIONAL DEL ESPECTRO,900334265,NACIONAL,NO APLICA,RAMA EJECUTIVA,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,DESCENTRALIZADO,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",0,1,0,3,1,3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
8044,AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA,900484852,NACIONAL,NO APLICA,RAMA EJECUTIVA,PRESIDENCIA DE LA REPÚBLICA,DESCENTRALIZADO,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,1,2,1,2,3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
6194,FISCALIA GENERAL DE LA NACION,800152783,NACIONAL,NO APLICA,RAMA JUDICIAL,NO APLICA,NO APLICA,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",40,28,8,5,68,13,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
897,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURIA GENERAL DE LA NACION,830025406,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",3,2,0,0,5,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
268,CORPORACION AUTONOMA REGIONAL DEL TOLIMA,890704536,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-75.252590995,4.451921427,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",0,1,5,6,1,11,73,TOLIMA,73001,IBAGUÉ
5202,AGENCIA NACIONAL DE INFRAESTRUCTURA.,830125996,NACIONAL,NO APLICA,RAMA EJECUTIVA,TRANSPORTE,DESCENTRALIZADO,ADSCRITAS,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,0,4,2,1,6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
271,CORPORACION AUTONOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA,890201573,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-73.111569971,7.155833544,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",6,3,0,0,9,0,68,SANTANDER,68001,BUCARAMANGA
932,FONDO DE PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA,800112806,NACIONAL,NO APLICA,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,0,1,1,2,2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
827,INSTITUTO NACIONAL DE VIAS,800215807,NACIONAL,NO APLICA,RAMA EJECUTIVA,TRANSPORTE,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,1,7,4,2,11,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5298,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,830067892,NACIONAL,NO APLICA,RAMA EJECUTIVA,CULTURA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,2,1,2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
34,SUPERINTENDENCIA DE TRANSPORTE,800170433,NACIONAL,NO APLICA,RAMA EJECUTIVA,TRANSPORTE,DESCENTRALIZADO,ADSCRITAS,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",4,1,1,0,5,1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5255,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS,899999048,NACIONAL,NO APLICA,RAMA EJECUTIVA,MINAS Y ENERGIA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,1,0,2,2,2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
669,"INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO Y ESTUDIOS TECNICOS EN EL EXTERIOR ""MARIANO OSPINA PEREZ""",899999035,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,ESPECIAL,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",2,2,2,4,4,6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
357,UNIVERSIDAD DE CORDOBA,891080031,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,EDUCACIÓN,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-75.950550788,8.584698016,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,51,15,1,66,23,CÓRDOBA,23001,MONTERÍA
4249,EMPRESAS PUBLICAS EL BAGRE -  LIQUIDADA,800062831,TERRITORIAL,NO APLICA,No Aplica,NO APLICA,NO APLICA,VINCULADAS,NO APLICA,-74.664277263,7.704633351,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,2,1,1,2,2,05,ANTIOQUIA,05250,EL BAGRE
8020,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES,900467239,NACIONAL,NO APLICA,RAMA EJECUTIVA,AMBIENTE Y DESARROLLO SOSTENIBLE,CENTRAL,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,2,0,0,4,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5251,SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,830053043,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,ADSCRITAS,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,1,3,1,2,4,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
8039,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,900483991,NACIONAL,NO APLICA,RAMA EJECUTIVA,PRESIDENCIA DE LA REPÚBLICA,DESCENTRALIZADO,ADSCRITAS,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,2,2,1,4,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5327,LA PREVISORA S.A. COMPAÑIA DE SEGUROS,860002400,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,DESCENTRALIZADO,VINCULADAS,SOCIEDAD DE ECONOMÍA MIXTA,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",4,4,56,63,8,119,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
894,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA,822000091,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-73.492915945,4.09166877,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,1,3,1,2,4,50,META,50001,VILLAVICENCIO
8117,AGENCIA DE DESARROLLO RURAL,900948958,NACIONAL,NO APLICA,RAMA EJECUTIVA,AGROPECUARIO PESQUERO Y DE DESARROLLO RURAL,DESCENTRALIZADO,ADSCRITAS,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,-74.181072702,4.316107698,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,1,6,1,2,7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
826,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,860523694,NACIONAL,NO APLICA,RAMA EJECUTIVA,EDUCACIÓN,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",10,1,0,0,11,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
263,CORPORACION AUTONOMA REGIONAL DEL QUINDIO,890000447,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-75.724899852,4.499501128,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,3,2,1,4,3,63,QUINDÍO,63001,ARMENIA
8036,INSTITUTO NACIONAL DE METROLOGIA,900494393,NACIONAL,NO APLICA,RAMA EJECUTIVA,COMERCIO INDUSTRIA Y TURISMO,DESCENTRALIZADO,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,2,1,1,3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
354,UNIVERSIDAD DE CALDAS,890801063,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,EDUCACIÓN,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-75.50727881,5.08343301,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,5,6,9,6,15,17,CALDAS,17001,MANIZALES
896,CONTRALORIA GENERAL DE LA REPUBLICA,899999067,NACIONAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,CONTRALORÍA GENERAL DE LA REPÚBLICA,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",45,35,41,30,80,71,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
5759,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO,800546215,NACIONAL,NO APLICA,RAMA EJECUTIVA,JUSTICIA Y DEL DERECHO,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,148,70,1,218,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
2030,IMPRENTA NACIONAL DE COLOMBIA,830001113,NACIONAL,NO APLICA,RAMA EJECUTIVA,INTERIOR,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",4,0,3,3,4,6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
253,CAJA DE RETIRO DE LAS FUERZAS MILITARES,899999118,NACIONAL,NO APLICA,RAMA EJECUTIVA,DEFENSA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,2,1,1,3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
4,MINISTERIO DE HACIENDA Y CREDITO PUBLICO,899999090,NACIONAL,NO APLICA,RAMA EJECUTIVA,HACIENDA Y CRÉDITO PÚBLICO,CENTRAL,CABEZA,MINISTERIO,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",3,1,19,10,4,29,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
3987,NO APLICA 19,811014879,TERRITORIAL,NO APLICA,No Aplica,NO APLICA,NO APLICA,VINCULADAS,NO APLICA,-75.354290227,5.940434685,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,0,2,2,1,4,05,ANTIOQUIA,05400,LA UNIÓN
886,CORPORACION AUTONOMA REGIONAL DE SANTANDER,804000292,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-73.118879111,6.550778765,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,3,1,1,5,2,68,SANTANDER,68679,SAN GIL
8036,INSTITUTO NACIONAL DE METROLOGIA,900494393,NACIONAL,NO APLICA,RAMA EJECUTIVA,COMERCIO INDUSTRIA Y TURISMO,DESCENTRALIZADO,ADSCRITAS,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,0,3,2,2,5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
305,INSTITUTO CARO Y CUERVO,899999096,NACIONAL,NO APLICA,RAMA EJECUTIVA,CULTURA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,0,0,1,2,1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
6194,FISCALIA GENERAL DE LA NACION,800152783,NACIONAL,NO APLICA,RAMA JUDICIAL,NO APLICA,NO APLICA,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",45,27,14,14,72,28,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
271,CORPORACION AUTONOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA,890201573,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,-73.111569971,7.155833544,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",7,3,0,0,10,0,68,SANTANDER,68001,BUCARAMANGA
6195,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NO APLICA,RAMA JUDICIAL,NO APLICA,NO APLICA,NO APLICA,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",8,5,20,5,13,25,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
8116,AGENCIA NACIONAL DE TIERRAS,900948953,NACIONAL,NO APLICA,RAMA EJECUTIVA,AGROPECUARIO PESQUERO Y DE DESARROLLO RURAL,DESCENTRALIZADO,ADSCRITAS,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,-74.181072702,4.316107698,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,1,9,5,2,14,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
